customer_id,risk_level,spending_behavior,income_stability,credit_dependency_level,financial_stress_level,persona_label,confidence_score,key_signals
CUST003053,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003054,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003055,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003056,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003057,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments']"
CUST003058,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST003059,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003060,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003061,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003062,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST003063,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003064,Moderate,Stable Spender,Unstable,Moderate,Low,Moderate User,0.9,['Recent salary delay']
CUST003065,Moderate,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003066,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003067,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003068,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003069,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003070,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST003071,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003072,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003073,Moderate,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003074,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 3 payments']
CUST003075,Low,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003076,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003077,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003078,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003079,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003080,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 1 payments', 'Recent salary delay']"
CUST003081,Low,High Lifestyle Spender,Stable,Moderate,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003082,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003083,Moderate,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003084,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003085,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003086,Low,Stable Spender,Unstable,Low,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003087,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003088,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments', 'Recent salary delay']"
CUST003089,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003090,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003091,Moderate,High Lifestyle Spender,Unstable,Moderate,High,High Lifestyle Spender,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST003092,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments', 'Recent salary delay']"
CUST003093,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003094,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003095,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003096,Low,High Lifestyle Spender,Stable,Moderate,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003097,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003098,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments']"
CUST003099,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003100,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003101,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003102,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003103,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 2 payments', 'Recent salary delay']"
CUST003104,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003105,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 4 payments']"
CUST003106,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003107,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003108,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003109,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003110,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003111,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003112,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003113,Moderate,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003114,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003115,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003116,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003117,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 2 payments']"
CUST003118,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 3 payments', 'Recent salary delay']"
CUST003119,Moderate,Erratic Spending,Stable,Moderate,High,Impulse Spender Under Stress,0.9,['Erratic spending behavior']
CUST003120,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003121,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003122,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments']"
CUST003123,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003124,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003125,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['High debt-to-income stress']
CUST003126,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003127,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003128,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST003129,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003130,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003131,Low,Erratic Spending,Stable,Low,High,Impulse Spender Under Stress,0.9,['Missed 1 payments']
CUST003132,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003133,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003134,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Recent salary delay']
CUST003135,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Recent salary delay']"
CUST003136,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Recent salary delay']"
CUST003137,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003138,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003139,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003140,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003141,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003142,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003143,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization']"
CUST003144,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments']"
CUST003145,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 4 payments', 'Recent salary delay']"
CUST003146,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003147,High,High Lifestyle Spender,Unstable,Moderate,High,High Lifestyle Spender,0.9,"['High risk score detected', 'Missed 2 payments']"
CUST003148,Moderate,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003149,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress']"
CUST003150,Low,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003151,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003152,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress']"
CUST003153,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 1 payments']"
CUST003154,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Recent salary delay']"
CUST003155,Low,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003156,Moderate,Stable Spender,Unstable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003157,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress']"
CUST003158,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003159,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003160,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003161,Low,Stable Spender,Unstable,Moderate,Low,Stable Planner,0.9,['Recent salary delay']
CUST003162,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003163,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003164,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST003165,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003166,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003167,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003168,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments']"
CUST003169,Moderate,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003170,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003171,Low,Erratic Spending,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003172,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST003173,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST003174,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST003175,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST003176,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Recent salary delay']"
CUST003177,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 3 payments', 'Recent salary delay']"
CUST003178,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003179,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003180,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003181,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003182,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 3 payments']
CUST003183,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST003184,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST003185,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003186,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003187,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003188,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003189,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003190,Low,High Lifestyle Spender,Stable,Low,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003191,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 2 payments']"
CUST003192,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST003193,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003194,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003195,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003196,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003197,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003198,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003199,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003200,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003201,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003202,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003203,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003204,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003205,High,Erratic Spending,Stable,Moderate,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003206,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST003207,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003208,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003209,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003210,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003211,Low,Stable Spender,Unstable,Low,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003212,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003213,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003214,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003215,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003216,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003217,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003218,Moderate,Erratic Spending,Stable,Moderate,High,Impulse Spender Under Stress,0.9,['Missed 2 payments']
CUST003219,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003220,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Recent salary delay']"
CUST003221,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 1 payments']"
CUST003222,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments']"
CUST003223,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003224,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 2 payments']"
CUST003225,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003226,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003227,Low,Erratic Spending,Stable,Low,High,Impulse Spender Under Stress,0.9,['Missed 1 payments']
CUST003228,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003229,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003230,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST003231,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High risk score detected']
CUST003232,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST003233,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003234,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003235,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003236,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress']"
CUST003237,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003238,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST003239,High,High Lifestyle Spender,Unstable,Moderate,High,High Lifestyle Spender,0.9,"['High risk score detected', 'Recent salary delay']"
CUST003240,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST003241,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 3 payments', 'Recent salary delay']"
CUST003242,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003243,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST003244,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003245,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003246,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST003247,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Recent salary delay']
CUST003248,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST003249,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST003250,Low,Stable Spender,Stable,High,Moderate,Moderate User,0.9,['High credit utilization']
CUST003251,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003252,Low,Stable Spender,Unstable,Low,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003253,Moderate,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003254,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003255,High,Erratic Spending,Unstable,Moderate,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'Erratic spending behavior', 'Missed 2 payments', 'Recent salary delay']"
CUST003256,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003257,Moderate,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 2 payments']
CUST003258,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments']"
CUST003259,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST003260,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments']"
CUST003261,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 6 payments', 'Recent salary delay']"
CUST003262,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003263,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003264,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003265,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003266,High,Erratic Spending,Unstable,Moderate,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST003267,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003268,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST003269,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 5 payments']"
CUST003270,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003271,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Recent salary delay']"
CUST003272,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003273,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST003274,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST003275,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST003276,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST003277,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST003278,Moderate,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST003279,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Recent salary delay']
CUST003280,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST003281,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST003282,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST003283,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
